Timestamp,Demand (MW),Solar Generation (MW),Wind Generation (MW),Market Price (\$/MWh),Competitor Bids (\$/MWh),Operational Constraints,Temperature (Celsius),Regulatory Constraints,Day of Week,Hour of Day,Season,Optimal Bid Price (\$/MWh)
2023-01-01 14:00:00,82,6,29,25.950969026376413,30.911303032585167,No,23.62501984531513,No,Sunday,15,Spring,143.51734987640896
2023-01-01 15:00:00,101,8,20,31.300439857180322,26.86135897753348,No,28.239976518799782,No,Friday,2,Winter,199.579180591683
2023-01-01 16:00:00,81,0,25,33.777706041001814,28.315646990671937,No,22.040876611557604,Yes,Saturday,22,Spring,147.49716195275144
2023-01-01 17:00:00,103,14,28,37.46645831721615,33.55030201619935,No,24.690407475181537,No,Tuesday,20,Spring,208.66424422686927
2023-01-01 18:00:00,109,5,23,32.72582707958496,27.07075809210855,No,28.009387215414304,No,Wednesday,8,Fall,210.29554079568626
2023-01-01 19:00:00,117,6,19,35.22243074086316,25.711582851734327,No,21.801586477326193,No,Monday,22,Summer,238.95454079863836
2023-01-01 20:00:00,81,2,4,23.20143269909146,25.690075926128163,No,21.09863113740783,No,Tuesday,3,Spring,158.40232774407767
2023-01-01 21:00:00,100,7,3,29.231149488395797,34.40784520503108,No,28.836839676879897,No,Saturday,20,Summer,200.15111434260393
2023-01-01 22:00:00,112,14,27,20.186632396541867,30.06920437961835,No,23.42929662759196,No,Saturday,4,Winter,211.14010618243591
2023-01-01 23:00:00,91,4,11,24.93357729043246,29.09412071817018,No,26.83870124909032,No,Tuesday,10,Fall,171.6068214058036
2023-01-02 00:00:00,101,14,29,34.52923430226009,33.10878581007918,No,20.253486042639384,No,Thursday,20,Summer,203.49955233131323
2023-01-02 01:00:00,104,8,19,39.83619902698727,33.35825927910516,No,26.900468884094497,No,Friday,8,Fall,210.79494511123235
2023-01-02 02:00:00,106,4,27,21.983561991744317,28.321910331156047,No,23.161013115469707,No,Monday,2,Spring,187.8778575012023
2023-01-02 03:00:00,107,8,23,28.029886317225767,31.936180574737953,No,20.557408535874416,No,Monday,5,Winter,204.02097873799576
2023-01-02 04:00:00,95,9,17,36.00141937398319,32.711228158518864,No,26.098127615481168,No,Monday,23,Fall,192.34141128252037
2023-01-02 05:00:00,94,3,16,24.080712692577976,31.546506868659545,No,22.40803816073173,Yes,Tuesday,10,Spring,169.84632928206815
2023-01-02 06:00:00,82,8,18,31.101698986045726,26.515950748000993,No,23.8680724205188,No,Sunday,8,Summer,166.2720518249945
2023-01-02 07:00:00,116,4,8,34.661425920593494,33.75883083517057,No,20.805808122865137,Yes,Thursday,14,Winter,233.03197620810906
2023-01-02 08:00:00,86,9,3,32.31970900520358,30.39094552736009,Yes,21.471632510949455,No,Wednesday,22,Winter,186.25688902340946
2023-01-02 09:00:00,100,8,25,23.760494692308324,27.824724263700038,No,22.97977235495844,No,Saturday,2,Summer,186.99798318959077
2023-01-02 10:00:00,88,2,20,27.107691373714786,29.25228185437694,No,20.89759500560157,No,Tuesday,0,Summer,161.32815029128002
2023-01-02 11:00:00,118,14,1,35.675835689707945,25.375710903989074,No,29.108262646863153,No,Sunday,19,Winter,264.3811606002289
2023-01-02 12:00:00,97,3,3,31.084530282640333,26.278668012224177,No,20.060470431839786,No,Wednesday,21,Fall,202.0925331110243
2023-01-02 13:00:00,83,8,1,20.104592270858255,32.65546750515861,No,24.838602188643115,No,Saturday,18,Winter,161.55074212554973
2023-01-02 14:00:00,104,9,14,35.219815200561875,25.00011634755366,No,21.232474581325516,Yes,Saturday,13,Summer,221.74742460245784
2023-01-02 15:00:00,93,10,1,20.70622709880478,29.16565828482292,No,23.076790894779485,No,Thursday,16,Fall,189.34341878635306
2023-01-02 16:00:00,88,5,3,34.914675654624645,30.225101810855882,No,29.260595598182654,Yes,Friday,21,Spring,182.14221117560237
2023-01-02 17:00:00,105,1,5,24.04961120330475,25.546344200009724,No,21.61694553273987,No,Monday,13,Winter,205.00471647758604
2023-01-02 18:00:00,81,6,6,39.161469602387605,34.730781629723324,No,29.65832319718333,No,Wednesday,16,Summer,169.1338202945501
2023-01-02 19:00:00,99,1,9,27.35881502604169,27.26125331249672,No,22.057943769894216,No,Tuesday,13,Spring,191.8403528338062
2023-01-02 20:00:00,107,10,18,26.538632326761583,28.041987196362808,No,27.415661084668294,Yes,Wednesday,11,Winter,208.69654105341695
2023-01-02 21:00:00,86,1,18,22.977761006648894,28.039425122550274,No,25.46677264897312,Yes,Friday,15,Winter,149.9005017609418
2023-01-02 22:00:00,87,10,25,26.112084309804295,27.3041666211735,Yes,28.84478727596759,No,Monday,0,Fall,164.1079409126079
2023-01-02 23:00:00,114,0,21,37.53301523656401,25.014738220863116,No,25.53993255503131,No,Wednesday,12,Summer,223.954913785498
2023-01-03 00:00:00,93,10,28,39.926686752544946,32.293447940879965,Yes,25.345592191563085,No,Friday,5,Spring,187.04578006639244
2023-01-03 01:00:00,96,10,11,27.366190610136968,34.66845499799285,No,21.954580003684,No,Tuesday,16,Winter,190.3936837323295
2023-01-03 02:00:00,115,11,2,28.97221261909085,27.24293483285045,No,21.662293620516586,No,Thursday,11,Fall,246.59257349980027
2023-01-03 03:00:00,119,10,12,34.441418764054745,31.630471918034225,No,29.16489151115514,Yes,Sunday,22,Spring,242.8167848432539
2023-01-03 04:00:00,83,2,17,37.723915609301486,32.41896326958715,No,23.278381988500342,No,Saturday,18,Spring,161.91054446732448
2023-01-03 05:00:00,81,5,7,31.860886683735682,33.48425379090525,No,23.72082254962896,No,Tuesday,5,Winter,161.7883989547631
2023-01-03 06:00:00,85,7,20,27.830513963556587,29.226291970136092,No,27.59823658428388,Yes,Monday,6,Spring,158.8712064939899
2023-01-03 07:00:00,83,8,14,28.252436816972477,28.029309056404294,No,23.388234824228075,No,Saturday,0,Winter,166.27949771184868
2023-01-03 08:00:00,108,6,0,33.91236292993614,28.25295134023031,No,29.520624466390025,Yes,Sunday,0,Fall,226.98157194249808
2023-01-03 09:00:00,97,3,2,20.064365272085574,32.12621333098513,No,27.379277689988,No,Tuesday,4,Fall,180.16138615052355
2023-01-03 10:00:00,105,5,25,32.39178674919681,33.16779466505636,No,25.9742924257342,Yes,Tuesday,5,Spring,194.21520322111272
2023-01-03 11:00:00,113,4,7,27.109860208827147,26.816139677566028,No,28.808951605447525,No,Tuesday,15,Winter,222.71121677030283
2023-01-03 12:00:00,89,7,3,35.88394662554168,28.70941008157765,No,20.496059083494828,Yes,Tuesday,15,Summer,194.70329632732495
2023-01-03 13:00:00,115,0,15,21.85981279646264,34.019401967491504,Yes,22.57062692189209,No,Saturday,13,Fall,204.7270599273176
2023-01-03 14:00:00,93,0,29,31.76404533896781,33.06693519694739,No,24.6503633422091,No,Monday,0,Winter,160.52473753870945
2023-01-03 15:00:00,110,12,22,29.619457797722475,34.84858402762476,No,22.26978539471521,No,Sunday,12,Winter,215.25987263228464
2023-01-03 16:00:00,94,14,9,32.84651051810455,32.542482596820804,No,27.43905187302152,No,Friday,19,Winter,199.9538040883939
2023-01-03 17:00:00,87,10,11,21.297071889659367,28.931952010279222,Yes,29.19208031053725,No,Wednesday,9,Spring,167.72849410204338
2023-01-03 18:00:00,93,5,13,31.599675748562625,30.90637833994638,No,24.237701199309235,Yes,Thursday,23,Summer,182.49438195867415
2023-01-03 19:00:00,102,9,13,31.229691759190473,31.610142542473202,Yes,23.42132600111895,No,Sunday,9,Spring,207.0548245679959
2023-01-03 20:00:00,119,11,1,31.213201888323418,25.78455816317124,No,29.615507321375663,Yes,Wednesday,8,Fall,254.563530442129
2023-01-03 21:00:00,100,1,22,32.06975333192909,30.44496959103865,No,24.448524328275408,No,Wednesday,12,Spring,184.71447224313854
2023-01-03 22:00:00,95,4,4,33.529358744527244,32.093208284726096,No,24.890484004492833,No,Thursday,2,Winter,193.4967802064602
2023-01-03 23:00:00,97,0,4,36.0997799936154,26.673213040010605,No,23.516498723419055,No,Sunday,17,Spring,200.98827359061838
2023-01-04 00:00:00,103,6,5,25.396414402564286,32.80631717425557,No,29.095484730121385,No,Saturday,19,Winter,199.42163774376093
2023-01-04 01:00:00,105,0,12,36.50098820360124,30.837727805141117,Yes,25.68955483281851,Yes,Monday,1,Summer,205.51868062277111
2023-01-04 02:00:00,104,3,8,29.96511364526907,34.52221785697594,Yes,27.621745871816447,Yes,Thursday,16,Spring,198.2250455814387
2023-01-04 03:00:00,108,8,29,21.541165582686624,25.424222982068915,No,28.118067183508863,Yes,Monday,18,Spring,195.1661421254006
2023-01-04 04:00:00,94,0,21,21.171018584879583,27.65326137555467,No,23.41849041917258,No,Saturday,22,Spring,162.54271571671453
2023-01-04 05:00:00,80,3,27,26.684766373921214,31.015538792998242,No,24.3369433132038,Yes,Wednesday,12,Winter,135.7377091991053
2023-01-04 06:00:00,104,5,28,35.69793954222935,27.965599122059306,Yes,28.484717744062646,Yes,Monday,12,Winter,198.22956945658458
2023-01-04 07:00:00,86,5,14,34.15361869481831,32.14424164071242,No,23.6325535167581,No,Saturday,0,Spring,170.62382403469053
2023-01-04 08:00:00,88,11,13,35.77229929344813,32.59005282521931,Yes,27.939351334518513,No,Saturday,1,Spring,184.26703065965918
2023-01-04 09:00:00,103,14,23,30.345381128832187,26.025159640664743,Yes,29.40992322574437,No,Friday,0,Summer,210.28433610106168
2023-01-04 10:00:00,80,12,6,28.80397995910981,30.13854464206768,No,26.23210373068007,No,Thursday,23,Summer,170.01017944352404
2023-01-04 11:00:00,87,7,24,22.94905053412568,30.088905555910557,No,27.41627287451889,Yes,Friday,4,Fall,153.04181864778081
2023-01-04 12:00:00,103,0,19,26.56385507218623,28.69280770215541,Yes,28.05097312041135,No,Wednesday,23,Summer,185.9583318242624
2023-01-04 13:00:00,90,6,1,28.680387323477504,34.32924862569672,No,28.450396488966426,No,Thursday,2,Summer,179.56201791799307
2023-01-04 14:00:00,96,0,6,21.772008593592346,33.27506319873221,Yes,23.95053337856796,Yes,Wednesday,6,Summer,173.0760804242946
2023-01-04 15:00:00,87,12,5,24.412239054224223,31.97209381909637,No,20.512634591759983,Yes,Friday,23,Winter,179.06627575009273
2023-01-04 16:00:00,114,13,16,31.964505881274775,32.14326635734997,No,24.018762712367394,No,Sunday,21,Summer,234.70475934399605
2023-01-04 17:00:00,114,6,26,34.713262284783795,29.61716143813119,Yes,26.737562297840896,No,Saturday,12,Summer,221.16997215468894
2023-01-04 18:00:00,112,2,24,39.966950227858995,34.209945210965756,No,24.503503857807928,Yes,Wednesday,22,Spring,213.2986431335611
2023-01-04 19:00:00,84,10,24,38.66226662687116,31.945954272532852,No,27.489631508603985,No,Thursday,17,Winter,169.50394992541058
2023-01-04 20:00:00,118,7,27,32.851303990703826,32.289810616558164,No,23.56982429468664,No,Thursday,23,Fall,225.24684202494313
2023-01-04 21:00:00,107,2,1,28.42496106588144,33.616909037873455,No,26.347441411040293,No,Wednesday,20,Fall,208.5193235356641
2023-01-04 22:00:00,86,13,2,32.72354729416465,27.74071589342191,Yes,21.864198048539745,No,Thursday,6,Summer,196.49544183530583
2023-01-04 23:00:00,88,13,4,35.71303236160464,33.07070903866703,Yes,27.493694366449567,No,Saturday,0,Fall,194.1380826120338
2023-01-05 00:00:00,87,12,4,22.366723818467747,26.95240602956492,No,25.456959688130258,No,Sunday,4,Fall,181.25918270853128
2023-01-05 01:00:00,91,0,0,28.198097793925765,28.45341952244888,No,22.040643885466004,No,Saturday,16,Fall,181.66397588752903
2023-01-05 02:00:00,113,12,7,36.79604571271234,28.356104542698425,Yes,22.919111734978074,No,Thursday,7,Summer,248.73959444506738
2023-01-05 03:00:00,112,12,11,27.67665903866088,34.78525468389141,No,27.486087085818323,No,Wednesday,14,Fall,222.88369261959247
2023-01-05 04:00:00,102,13,23,31.437445424543732,33.56537223747927,Yes,24.82601235661521,No,Friday,19,Summer,202.8465560936656
2023-01-05 05:00:00,103,7,3,31.755387217243964,32.011698615902596,No,22.160314403930723,No,Thursday,3,Spring,214.1146088428248
2023-01-05 06:00:00,116,2,12,23.689525062672786,32.2705676161539,No,29.672711903702975,No,Thursday,1,Spring,211.72050650720197
2023-01-05 07:00:00,114,1,22,27.244708833045767,30.62072794402571,Yes,27.15125019816888,Yes,Thursday,4,Fall,204.89729755654477
2023-01-05 08:00:00,119,0,14,26.690225774838645,34.47090667108519,No,29.571348325397963,No,Thursday,0,Spring,214.57169009602222
2023-01-05 09:00:00,101,13,10,20.523934170641297,29.962587528823615,No,24.271050453603433,No,Wednesday,4,Summer,201.53060824914422
2023-01-05 10:00:00,106,2,9,20.483835277827104,28.805177098698945,No,24.751003406917206,No,Friday,5,Spring,196.199923531235
2023-01-05 11:00:00,114,14,2,36.63394087351547,26.63035336931591,No,28.979552161850194,Yes,Friday,1,Fall,254.24059959797756
2023-01-05 12:00:00,80,1,21,25.46141619945625,32.86205652261058,No,25.25049340245385,No,Monday,0,Summer,135.26639621550999
2023-01-05 13:00:00,114,1,13,30.36157532477631,32.34443932075592,No,27.072789119056672,No,Thursday,3,Winter,214.65305650944734
2023-01-05 14:00:00,116,5,15,25.97451147177546,28.84355038524135,No,22.5217287749553,Yes,Thursday,6,Summer,223.06499899341156
2023-01-05 15:00:00,93,11,9,38.813584902306815,25.251934139592294,No,24.467264687026407,No,Monday,21,Spring,209.3907353996627
2023-01-05 16:00:00,82,0,28,25.185935177315475,33.389973277180104,No,21.23449865810355,Yes,Friday,0,Winter,131.81589960654668
2023-01-05 17:00:00,80,1,9,28.593136254778702,25.114179834540735,No,22.059800358769618,Yes,Tuesday,0,Summer,156.96768349180888
2023-01-05 18:00:00,84,13,11,37.45460500969204,32.03699779629051,Yes,20.00943415267631,No,Saturday,7,Winter,187.4038111390018
2023-01-05 19:00:00,105,5,29,36.838671335836175,34.702571097260574,No,20.3926505164866,No,Tuesday,19,Winter,198.60750924749956
2023-01-05 20:00:00,93,2,8,23.722028356925545,29.376613281482037,No,29.772838231769292,No,Friday,15,Winter,171.80340163094397
2023-01-05 21:00:00,118,14,0,36.052866195914206,27.34973404995953,No,22.423536951367623,Yes,Sunday,20,Summer,266.5019369094537
2023-01-05 22:00:00,106,3,4,29.163737734757852,32.048710100433816,No,26.633107095040017,No,Thursday,12,Spring,207.9312216337556
2023-01-05 23:00:00,88,0,19,29.659377441707104,33.17128142015585,No,28.390996987996115,Yes,Tuesday,22,Summer,153.52447301589464
2023-01-06 00:00:00,94,7,7,22.669599448318877,30.464303160778474,No,25.50660459236564,Yes,Wednesday,23,Spring,180.88591388102134
2023-01-06 01:00:00,94,12,10,21.612030275142494,34.67035275256146,No,21.53144500083956,Yes,Wednesday,22,Summer,182.99836107718977
2023-01-06 02:00:00,105,6,11,34.5587861394753,25.516687216579612,Yes,27.281164373361662,No,Monday,17,Summer,218.51327396410989
2023-01-06 03:00:00,92,6,0,29.929223047105996,30.04795598304528,No,26.002514100995832,No,Friday,19,Summer,191.365854622984
2023-01-06 04:00:00,111,2,24,28.737014052303593,32.1845394732255,No,27.31250589347375,No,Friday,9,Spring,199.44362444280193
2023-01-06 05:00:00,118,9,21,34.590164573047936,33.62640471149179,No,27.69746622857087,No,Tuesday,11,Summer,232.2330596618803
2023-01-06 06:00:00,111,9,19,35.3102579798222,26.7925561190779,Yes,29.75410367684745,Yes,Thursday,0,Winter,225.50270161828502
2023-01-06 07:00:00,83,2,27,23.17816335338707,33.000034817636816,No,25.735632800267098,No,Friday,9,Summer,134.84594480629414
2023-01-06 08:00:00,109,13,24,32.20450298955282,30.527070757185452,No,23.41641112690602,No,Tuesday,8,Winter,219.7101272668249
2023-01-06 09:00:00,116,1,10,22.70708164555371,28.965536819899633,Yes,26.48464556900237,No,Tuesday,2,Fall,216.04063837026365
2023-01-06 10:00:00,102,11,4,35.027501720580915,26.317150285790937,No,20.684407092426262,Yes,Saturday,18,Fall,226.97364823269302
2023-01-06 11:00:00,118,0,14,33.13910312534279,33.65295758908913,No,28.97397318321586,No,Saturday,8,Spring,221.72697956971433
2023-01-06 12:00:00,94,6,4,39.13229242166916,26.572732081797152,No,21.193810113381968,No,Friday,9,Spring,208.58911376751487
2023-01-06 13:00:00,108,6,11,21.379160327128425,28.097878592090993,No,23.278428378858184,No,Tuesday,18,Fall,207.11789961103403
2023-01-06 14:00:00,115,11,4,21.141094423025088,27.90045531962437,No,28.15745380626121,No,Monday,15,Summer,232.1901310848751
2023-01-06 15:00:00,92,1,16,25.643741493864002,33.714140341908546,Yes,25.973123783307116,Yes,Monday,23,Summer,161.77178755907468
2023-01-06 16:00:00,111,6,16,25.23411367471812,31.72702994208898,No,23.936355202774422,No,Saturday,17,Summer,210.58572886618555
2023-01-06 17:00:00,86,12,23,24.939575981439997,32.96681397191372,No,24.734356593750213,Yes,Friday,13,Fall,160.19349890893918
2023-01-06 18:00:00,101,7,11,38.12509161042073,27.50467898792499,No,28.545473932021803,No,Thursday,2,Winter,212.67269397856896
2023-01-06 19:00:00,107,0,23,24.990923996990123,31.24874099606999,Yes,23.40004386059892,No,Sunday,1,Spring,188.4403458700187
2023-01-06 20:00:00,81,8,27,25.43899452257262,30.717459831437488,Yes,28.69649684812171,Yes,Monday,0,Winter,142.3610851715888
2023-01-06 21:00:00,85,6,14,35.187965248359276,33.32830376788271,No,20.881344309766916,No,Monday,17,Fall,171.25658237526497
2023-01-06 22:00:00,107,2,14,28.9947968490108,34.06087060481261,No,27.767984372086307,No,Saturday,23,Winter,197.94889342795724
2023-01-06 23:00:00,107,7,5,35.534211139103625,25.121567714773867,No,28.475476330547366,Yes,Saturday,8,Summer,228.5817474868768
2023-01-07 00:00:00,99,6,11,21.307323151287704,31.740199190587926,No,21.81817652837339,No,Friday,12,Summer,186.6195003267706
2023-01-07 01:00:00,109,10,26,29.751423873467687,25.51835799119729,Yes,24.303465323722005,Yes,Saturday,1,Winter,215.03161799510295
2023-01-07 02:00:00,90,14,28,20.672272003665654,30.48858665077356,Yes,21.654997746636557,No,Wednesday,6,Fall,167.59064088030692
2023-01-07 03:00:00,107,12,19,21.25306406910709,27.876327290436784,No,27.066041289942177,No,Sunday,15,Winter,206.19432894752066
2023-01-07 04:00:00,104,7,17,38.12874906688822,28.06776599522141,No,25.353477680616567,No,Tuesday,20,Summer,215.40999404473618
2023-01-07 05:00:00,118,5,13,22.784907422351903,28.529585034523567,Yes,26.35323346708321,No,Monday,18,Summer,224.7356871387571
2023-01-07 06:00:00,112,8,1,30.64841364550434,31.2129244904961,No,21.964869669562113,No,Wednesday,14,Fall,234.782737049328
2023-01-07 07:00:00,80,14,8,28.221912052014133,28.34049965668769,No,22.117458620524197,No,Thursday,21,Winter,174.06706549546718
2023-01-07 08:00:00,106,4,4,26.94686652517685,32.326990505902806,No,20.414973255099063,Yes,Wednesday,10,Summer,209.10176269675986
2023-01-07 09:00:00,92,2,19,37.99666691374545,29.045273855738696,No,23.220675351957297,No,Friday,0,Summer,182.2403887647772
2023-01-07 10:00:00,82,2,25,20.43646793550979,25.683532003099586,No,25.59744661333675,No,Thursday,20,Winter,138.04150621284379
2023-01-07 11:00:00,118,0,28,33.27579372351178,32.837598424841076,No,28.57934913997329,Yes,Thursday,6,Winter,210.40367947338643
2023-01-07 12:00:00,85,11,0,39.26788868427101,27.85758324592706,No,26.669274474586807,No,Saturday,19,Spring,197.72924593790475
2023-01-07 13:00:00,87,14,22,31.20336366923684,29.327668795992626,No,24.353963233997515,No,Wednesday,7,Fall,178.33938599009284
2023-01-07 14:00:00,106,7,2,38.73644924066184,31.854438832219017,No,29.531201143941377,No,Friday,9,Fall,225.7636996846045
2023-01-07 15:00:00,88,1,5,21.045157585720474,28.32456157148712,No,27.19245200575832,Yes,Monday,4,Winter,160.83340152849829
2023-01-07 16:00:00,116,2,4,28.375866381483227,25.565856561467157,No,29.3016520286255,Yes,Sunday,8,Fall,229.934357082
2023-01-07 17:00:00,112,7,20,25.203155819241022,28.739210470128135,No,25.275879732721656,Yes,Saturday,0,Summer,212.16663664660027
2023-01-07 18:00:00,103,13,26,34.61641929961459,34.44448582694304,No,22.589042747931394,No,Wednesday,1,Winter,205.50069595862877
2023-01-07 19:00:00,94,7,4,39.62594180994493,31.41734397298558,Yes,20.528266863647218,Yes,Monday,18,Winter,205.66965276712475
2023-01-07 20:00:00,111,13,0,25.130601248884957,31.71479148667207,No,27.260848514838507,No,Wednesday,13,Winter,231.31150575457062
2023-01-07 21:00:00,111,10,16,33.08349202948149,31.3228215363764,No,21.213029980055342,Yes,Saturday,19,Spring,226.27085390897372
2023-01-07 22:00:00,103,3,18,23.961952655194803,26.989921389594368,No,23.02775128271967,No,Monday,9,Fall,191.35054615527955
2023-01-07 23:00:00,91,3,13,31.306605091432196,29.1833386410228,No,25.324709078838975,No,Saturday,8,Spring,177.12223292927635
2023-01-08 00:00:00,118,4,11,29.278649733766724,32.509397983633185,Yes,25.644165877797477,No,Wednesday,9,Summer,229.0028987579881
2023-01-08 01:00:00,81,5,9,39.44010659263074,26.013728975531592,No,26.00583196987136,Yes,Thursday,5,Fall,174.61148295068963
2023-01-08 02:00:00,82,4,19,32.170545453929336,27.778527760897123,Yes,21.662553303497006,No,Sunday,16,Spring,160.59485013206958
2023-01-08 03:00:00,116,13,20,26.990127441736377,27.763191084658537,No,23.797374048216486,Yes,Tuesday,5,Winter,232.22627482131688
2023-01-08 04:00:00,96,14,17,22.281915697758667,29.32018927594506,No,26.171942271169666,No,Sunday,3,Spring,189.03213842578052
2023-01-08 05:00:00,81,6,23,23.024936574698692,34.803687409421855,No,29.698188646337847,No,Thursday,19,Winter,135.57714215704766
2023-01-08 06:00:00,81,1,26,24.5063385990247,25.67502546683822,No,27.276311376996887,Yes,Saturday,2,Spring,137.09442516349299
2023-01-08 07:00:00,107,6,10,25.019333226805962,30.18700994380595,No,29.226037570939578,No,Sunday,22,Spring,205.5231711428914
2023-01-08 08:00:00,102,9,29,37.01232115682276,26.793646820122106,No,27.622120583141772,No,Saturday,18,Spring,203.41007827649432
2023-01-08 09:00:00,116,6,1,31.224455765650497,34.70676545409744,No,25.917169688924005,Yes,Saturday,17,Winter,234.30399662022117
2023-01-08 10:00:00,111,0,24,30.467818227487328,26.133035047274642,No,21.920233691363446,No,Monday,23,Spring,207.26822998002845
2023-01-08 11:00:00,112,6,17,22.29537743738435,29.036010023615912,No,26.66685651892513,Yes,Friday,3,Fall,207.78501464178277
2023-01-08 12:00:00,80,4,28,37.2027938669887,32.378849848346064,No,26.23379565959907,No,Saturday,7,Fall,148.04760496224083
2023-01-08 13:00:00,98,2,24,34.456286064169674,32.045544280274456,No,26.024691704572664,No,Sunday,16,Fall,181.38965314444283
2023-01-08 14:00:00,81,12,6,21.353367238000033,29.227286368939325,No,24.897858679882408,Yes,Sunday,4,Winter,163.44782497671952
2023-01-08 15:00:00,105,2,23,34.15670194459537,28.465241679527182,No,25.286566039892755,No,Sunday,12,Winter,199.7795176340409
2023-01-08 16:00:00,111,3,14,30.870764346852923,28.976123785528706,No,23.34442527118104,No,Thursday,0,Fall,216.6965807951043
2023-01-08 17:00:00,85,12,10,21.634506914935564,27.642762631586393,No,25.193126926423034,No,Tuesday,12,Fall,170.72208220312478
2023-01-08 18:00:00,111,11,17,29.16601283057313,27.053329387067997,No,21.975559056784782,No,Saturday,3,Fall,227.15810648122735
2023-01-08 19:00:00,83,1,22,29.69392574260094,29.8303969755889,No,28.05174397360377,No,Saturday,21,Summer,147.47644192873034
2023-01-08 20:00:00,90,1,11,23.315490803265515,27.685337560676075,No,21.85776954698708,No,Saturday,23,Fall,167.36436662974901
2023-01-08 21:00:00,96,0,5,38.913962940005646,27.874616648972502,No,20.849662898894664,No,Monday,13,Spring,201.39730742958693
2023-01-08 22:00:00,117,14,19,36.99950742961324,31.56756063474557,No,24.362460263571574,No,Saturday,2,Summer,246.25061814900457
2023-01-08 23:00:00,103,4,22,33.380446746582166,34.68537331699892,Yes,26.58307439506062,No,Thursday,4,Summer,192.47962558136936
2023-01-09 00:00:00,84,3,29,29.245911220012143,31.03637200559375,No,24.377168249335412,No,Wednesday,6,Winter,146.1701373337531
2023-01-09 01:00:00,113,10,12,28.23531083169017,25.769794670649663,Yes,22.767541319513086,No,Friday,0,Spring,233.628807667622
2023-01-09 02:00:00,85,9,19,33.01946934301908,25.75583613854067,No,25.581711838904408,No,Sunday,22,Winter,174.67667115363002
2023-01-09 03:00:00,101,14,15,30.90863738813811,34.51423220845566,No,23.470023354122,No,Saturday,11,Winter,207.14112098024907
2023-01-09 04:00:00,90,1,17,21.24546211763771,27.972907903073335,No,29.32867690126633,No,Monday,10,Spring,155.7573081874588
2023-01-09 05:00:00,95,2,9,30.250052975406632,25.920669860824756,No,29.22645139603572,No,Thursday,23,Winter,186.56616801164537
2023-01-09 06:00:00,112,6,27,36.128072344656786,30.990445871503816,No,25.023718199720953,No,Saturday,7,Spring,216.55138184222386
2023-01-09 07:00:00,88,6,22,29.184797551939162,31.23648778290266,No,23.278839940182586,No,Monday,5,Spring,164.54584930933305
2023-01-09 08:00:00,85,11,7,21.03913155108537,31.48504820118688,No,27.37132413956639,Yes,Wednesday,21,Winter,164.97624759033235
2023-01-09 09:00:00,95,3,17,35.72556398768066,27.674020278575412,Yes,20.367129434830666,No,Tuesday,1,Fall,191.41309178922603
2023-01-09 10:00:00,108,4,20,24.027275642719488,25.15110684214475,Yes,24.74769006043651,No,Saturday,18,Winter,203.1077788989004
2023-01-09 11:00:00,82,4,0,25.172416697760774,34.65015369454472,No,23.363233942703335,No,Thursday,19,Summer,159.37512937141653
2023-01-09 12:00:00,99,5,22,23.294127068645917,27.508930456911024,No,29.205358851025547,Yes,Monday,19,Winter,177.7413425999513
